compliance_id,sap_component,resource_category,complexity,type_of_check,resource_name,command,pattern_string,expected_string,check_description,recommendation,set_by,sap_lens_category,sap_lens_topic,sap_lens_bp,sap_lens_bp_suggestion
34,hana_db,HANA Volumes Check,high,command,Volume_HANA_SHARED,"var1='/hana/shared'; lsblk -P -o name,mountpoint,label,size,serial | grep  -w $var1 |awk -F 'SERIAL=' 'NR==1{print $2}'| sed 's/.//;s/.$//;s/./&-/3'",volumetype,gp3,What is HANA-SHARED Volume Type?,https://docs.aws.amazon.com/sap/latest/sap-hana/hana-ops-storage-config.html,AWS,Reliability,,,
35,hana_db,HANA Volumes Check,high,command,Volume_HANA_SHARED,"var1='/hana/shared'; lsblk -P -o name,mountpoint,label,size,serial | grep  -w $var1 |awk -F 'SERIAL=' 'NR==1{print $2}'| sed 's/.//;s/.$//;s/./&-/3'",throughput,275 ,What is HANA-SHARED Throughput ?,https://docs.aws.amazon.com/sap/latest/sap-hana/hana-ops-storage-config.html,AWS,Reliability,,,
36,hana_db,HANA Volumes Check,high,API,ALL_Volumes_type,API CALL,volumetype,gp3,Are ALL Volumes Type In The Instance is gp3?,https://docs.aws.amazon.com/sap/latest/sap-hana/hana-ops-storage-config.html,AWS,Operational Excellence,,,
37,general,Detailed Monitoring,high,API,Detailed_Monitoring,API CALL,State,enabled,Is Amazon CloudWatch Detailed Monitoring turned on?,https://docs.aws.amazon.com/sap/latest/sap-hana/hana-ops-storage-config.html,AWS,Operational Excellence,,,
38,hana_db,HDB Version,high,command,hana_db_version,"sudo su - $sidadm -c 'HDB version' | grep version: | awk -F "" "" '{print $2}'",version:,2.00.060.00.1637829839,What is HANA DB Current Version ?,,AWS,Operational Excellence,,,
39,hana_db,SAP HANA Status,high,command,sapcontrol_function_GetProcessList,"var1=""hdbdaemon"";  sudo su - $sidadm -c ""sapcontrol -nr $sap_instance_no -function GetProcessList"" | grep $var1 | awk -F "","" '{print $3}'",hdbdaemon,GREEN,What is HANA Daemon staus,,AWS,Operational Excellence,,,
40,hana_db,SAP HANA Status,high,command,sapcontrol_function_GetProcessList,"var1=""hdbnameserver"";  sudo su - $sidadm -c ""sapcontrol -nr $sap_instance_no -function GetProcessList"" | grep $var1 | awk -F "","" '{print $3}'",hdbnameserver,GREEN,HANA Nameserver staus,,AWS,Operational Excellence,,,
41,hana_db,SAP HANA Status,high,command,sapcontrol_function_GetProcessList,"var1=""hdbindexserver"";  sudo su - $sidadm -c ""sapcontrol -nr $sap_instance_no -function GetProcessList"" | grep $var1 | awk -F "","" '{print $3}'",hdbindexserver,GREEN,HANA Indexserver staus,,AWS,Operational Excellence,,,
42,hana_db,SAP HANA Replication,high,command,systemReplicationStatus.py,"var1=""indexserver""; sudo su - $sidadm -c ""HDBSettings.sh systemReplicationStatus.py "" | grep $var1 | awk -F ""|"" '{print $15}'",indexserver,ACTIVE,What is Indexserver Replication Status?,,AWS,Operational Excellence,,,
43,hana_db,SAP HANA Replication,high,command,systemReplicationStatus.py,"var1=""site/1/SITE_NAME""; sudo su - $sidadm -c ""HDBSettings.sh systemReplicationStatus.py --sapcontrol=1"" | grep $var1 | awk -F ""="" '{print $2}'",site/1/SITE_NAME,prisite,What is the Primary site Name?,,AWS,Operational Excellence ,,,
44,hana_db,SAP HANA Replication,high,command,systemReplicationStatus.py,"var1=""site/2/SITE_NAME""; sudo su - $sidadm -c ""HDBSettings.sh systemReplicationStatus.py --sapcontrol=1"" | grep $var1 | awk -F ""="" '{print $2}'",site/2/SITE_NAME,secsite,What is the Standby site Name?,,AWS,Operational Excellence ,,,
45,hana_db,SAP HANA Replication,high,command,systemReplicationStatus.py,"var1=""site/2/REPLICATION_STATUS""; sudo su - $sidadm -c ""HDBSettings.sh systemReplicationStatus.py --sapcontrol=1"" | grep $var1 | awk -F ""="" '{print $2}'",site/2/REPLICATION_STATUS,ACTIVE,What is the Replication Status?,,AWS,Operational Excellence ,,,
46,hana_db,SAP HANA Replication,high,command,systemReplicationStatus.py,"var1=""overall_replication_status""; sudo su - $sidadm -c ""HDBSettings.sh systemReplicationStatus.py --sapcontrol=1"" | grep $var1 | awk -F ""="" '{print $2}'",overall_replication_status,ACTIVE,What is the Overall Replication Status?,,AWS,Operational Excellence ,,,
47,hana_db,SAP HANA Replication,high,command,systemReplicationStatus.py,"var1=""overall_in_sync_status""; sudo su - $sidadm -c ""HDBSettings.sh systemReplicationStatus.py --sapcontrol=1"" | grep $var1 | awk -F ""="" '{print $2}'",overall_in_sync_status,SYSTEM_IN_SYNC,What is the Overall Sync Status?,,AWS,Operational Excellence ,,,
48,hana_db,SAP HANA Replication,high,command,systemReplicationStatus.py,"var1=""site/2/REPLICATION_MODE""; sudo su - $sidadm -c ""HDBSettings.sh systemReplicationStatus.py --sapcontrol=1"" | grep $var1 | awk -F ""="" '{print $2}'",site/2/REPLICATION_MODE,SYNC,What is the Replication Mode?,,AWS,Operational Excellence ,,,
49,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/enable_full_sync""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",enable_full_sync,FALSE,Full Sync Option for SAP HANA System Replication,"If the secondary system gets disconnected transaction processing on the primary/source will be suspended until the secondary system becomes available again. When customer is very particular about zero RPO.
https://help.sap.com/docs/SAP_HANA_PLATFORM/009e68bc5f3c440cb31823a3ec4bb95b/514ab38a2e574c85a70ebba80ff16d99.html#loio514ab38a2e574c85a70ebba80ff16d99__configSPS06_id_978",AWS,Operational Excellence ,,,
50,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/datashipping_min_time_interval""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",datashipping_min_time_interval,600 ,Minimum time interval between two data shipping requests from the secondary system,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html?q=Parameters,AWS,Operational Excellence ,,,
51,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/datashipping_logsize_threshold""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",datashipping_logsize_threshold,5368709120,Minimum amount of log shipped between two data shipping requests from the secondary system.,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html,AWS,Operational Excellence ,,,
52,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/preload_column_tables""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",preload_column_tables,TRUE,preloading of column table main parts,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html,AWS,Operational Excellence ,,,
53,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/datashipping_snapshot_max_retention_time""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",datashipping_snapshot_max_retention_time,300,"	
Maximum retention time (in minutes) of the last snapshot that has been completely shipped to the secondary system.",https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html,AWS,Operational Excellence ,,,
54,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/logshipping_timeout""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",logshipping_timeout,30,Number of seconds the primary waits for the acknowledgment after sending a log buffer to the secondary system.,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html,AWS,Operational Excellence ,,,
55,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/logshipping_async_buffer_size""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",logshipping_async_buffer_size,67108864 ,how much log can be intermediately buffered.,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html,AWS,Operational Excellence ,,,
56,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/logshipping_async_wait_on_buffer_full""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",logshipping_async_wait_on_buffer_full,TRUE,This parameter controls the behavior of the primary system in asynchronous log shipping mode when the log shipping buffer is full.,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html?q=Parameters,AWS,Operational Excellence ,,,
57,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/reconnect_time_interval""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",reconnect_time_interval,30,secondary system tries to reconnect periodically,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html?q=Parameters,AWS,Operational Excellence ,,,
58,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/enable_full_sync""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",enable_full_sync,FALSE,system replication operates in full sync mode,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html?q=Parameters,AWS,Operational Excellence ,,,
59,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/enable_log_compression""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",enable_log_compression,FALSE,compressed log buffer,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html?q=Parameters,AWS,Operational Excellence ,,,
60,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/enable_data_compression""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",enable_data_compression,FALSE,compressed data pages,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html?q=Parameters,AWS,Operational Excellence ,,,
61,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/keep_old_style_alert""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",keep_old_style_alert,FALSE,old style alerting,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html?q=Parameters,AWS,Operational Excellence ,,,
62,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/enable_log_retention""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",enable_log_retention,auto,log retention on a system replication system.,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html?q=Parameters,AWS,Operational Excellence ,,,
63,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/logshipping_max_retention_size""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",logshipping_max_retention_size,1048576,maximum amount of log that will be kept for syncing a secondary system,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html?q=Parameters,AWS,Operational Excellence ,,,
64,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/datashipping_parallel_channels""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",datashipping_parallel_channels,4,number of network channels used by full or delta datashipping.,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html?q=Parameters,AWS,Operational Excellence ,,,
65,hana_db,SAP HANA Replication,high,command,global.ini,"var1=""global.ini/system_replication/enable_takeover_with_uninitialized_volumes""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",enable_takeover_with_uninitialized_volumes,FALSE,prevent a takeover from taking place if the databases have not been initialized,https://help.sap.com/docs/SAP_HANA_PLATFORM/6b94445c94ae495c83a19646e7c3fd56/0cd257970d514abd8ddf9ee1f45f3bca.html?q=Parameters,AWS,Operational Excellence ,,,
66,hana_db,SAP HANA Cluster,high,command,hook,"var1=""global.ini/ha_dr_provider_SAPHanaSR/provider""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",provider,SAPHanaSR,Enabling the SAP HANA srConnectionChanged() hook -   SAPHanaSR - provider ?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/8/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_automating-sap-hana-scale-up-system-replication#con_activate_hook_automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
67,hana_db,SAP HANA Cluster,high,command,hook,"var1=""global.ini/ha_dr_provider_SAPHanaSR/path""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",path,/hana/shared/myHooks,Enabling the SAP HANA srConnectionChanged() hook -   SAPHanaSR - provider ?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/8/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_automating-sap-hana-scale-up-system-replication#con_activate_hook_automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
68,hana_db,SAP HANA Cluster,high,command,hook,"var1=""global.ini/ha_dr_provider_SAPHanaSR/execution_order""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",execution_order,1,Enabling the SAP HANA srConnectionChanged() hook -   SAPHanaSR - provider ?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/8/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_automating-sap-hana-scale-up-system-replication#con_activate_hook_automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
69,hana_db,SAP HANA Cluster,high,command,hook,"var1=""global.ini/trace/ha_dr_saphanasr""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",info,info,Enabling the SAP HANA srConnectionChanged() hook -   SAPHanaSR - provider ?,"SAP HANA provide so-called ""hooks"" that allow SAP HANA to send out notifications for certain events. The srConnectionChanged() hook can be used to improve the ability of the HA cluster to detect when a change in the status of the SAP HANA System Replication occurs that requires the HA cluster to take action and to avoid data loss/data corruption by preventing accidental takeovers from being triggered in situations where this should be avoided.
https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/8/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_automating-sap-hana-scale-up-system-replication#con_activate_hook_automating-sap-hana-scale-up-system-replication",AWS,Operational Excellence ,,,
70,hana_db,SAP HANA Cluster,high,command,hook,"var1=""ha_dr_SAPHanaSR""; if [ $(sudo su - $sidadm -c ""cdtrace; grep $var1 name*.trc | wc -l"") -gt 1 ]; then echo ""true""; else echo ""false""; fi",ha_dr_SAPHanaSR,TRUE,Check if srConnection hook is enabled or not ?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/8/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_automating-sap-hana-scale-up-system-replication#con_activate_hook_automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
